speech,start_time,end_time,start_frame,end_frame,eps,get_frame,character
好可愛,402650,403880,frame_009660.jpg,frame_009672.jpg,1,frame_009672.jpg,anon
一起回家吧,415950,416990,frame_009984.jpg,frame_009996.jpg,1,frame_009996.jpg,anon
走吧,418750,419640,frame_010044.jpg,frame_010056.jpg,1,frame_010056.jpg,other
妳們在玩樂隊嗎,419970,421140,frame_010080.jpg,frame_010092.jpg,1,frame_010092.jpg,anon
不過才剛開始不久,422000,424130,frame_010128.jpg,frame_010164.jpg,1,frame_010152.jpg,other
是啊,424130,425410,frame_010176.jpg,frame_010188.jpg,1,frame_010188.jpg,other
怎麼感覺大家都在玩樂隊,427070,429270,frame_010248.jpg,frame_010284.jpg,1,frame_010272.jpg,anon
我們學校是挺多的,429530,431280,frame_010308.jpg,frame_010332.jpg,1,frame_010320.jpg,anon
因為我校前輩有很厲害的樂隊,431280,433280,frame_010344.jpg,frame_010380.jpg,1,frame_010368.jpg,anon
高三有個叫Afterglow的樂隊,433280,436010,frame_010392.jpg,frame_010452.jpg,1,frame_010428.jpg,other
學生會長也是成員之一,436170,438030,frame_010464.jpg,frame_010500.jpg,1,frame_010488.jpg,other
PasPale雖然畢業了,439320,441260,frame_010536.jpg,frame_010572.jpg,1,frame_010560.jpg,other
高二還有Roselia的亞子學姐和RAS的Lock學姐,441260,445250,frame_010584.jpg,frame_010668.jpg,1,frame_010632.jpg,other
大家真的都在搞樂隊啊,445500,447800,frame_010692.jpg,frame_010728.jpg,1,frame_010716.jpg,other
我好想快點辦帥氣的Live啊,447800,450800,frame_010740.jpg,frame_010800.jpg,1,frame_010776.jpg,tomori
燈 拜拜,448390,449640,frame_010752.jpg,frame_010776.jpg,1,frame_010776.jpg,other
那妳得先把結他彈好,451260,453860,frame_010824.jpg,frame_010872.jpg,1,frame_010860.jpg,tomori
彈唱太難了啦,453860,456420,frame_010884.jpg,frame_010932.jpg,1,frame_010920.jpg,tomori
小燈應該沒有樂隊,456640,459030,frame_010956.jpg,frame_011004.jpg,1,frame_010980.jpg,anon
愛音妳呢,459030,460100,frame_011016.jpg,frame_011028.jpg,1,frame_011028.jpg,anon
嗯 稍微會一點,460920,462960,frame_011052.jpg,frame_011088.jpg,1,frame_011076.jpg,anon
真的嗎,462960,463970,frame_011100.jpg,frame_011124.jpg,1,frame_011112.jpg,anon
妳用過什麼樂器,463970,465240,frame_011136.jpg,frame_011148.jpg,1,frame_011148.jpg,anon
算是結他主唱吧,465600,468070,frame_011172.jpg,frame_011220.jpg,1,frame_011196.jpg,anon
我也是我也是,468740,470130,frame_011244.jpg,frame_011268.jpg,1,frame_011256.jpg,other
要不要一起,470130,471640,frame_011280.jpg,frame_011304.jpg,1,frame_011292.jpg,anon
我們想唱Afterglow的歌,473170,475460,frame_011352.jpg,frame_011388.jpg,1,frame_011376.jpg,anon
不過還缺一個結他,475460,477240,frame_011400.jpg,frame_011436.jpg,1,frame_011424.jpg,other
結他？,477960,478750,frame_011460.jpg,frame_011472.jpg,1,frame_011472.jpg,anon
也就是說…,479570,480790,frame_011508.jpg,frame_011520.jpg,1,frame_011520.jpg,ueka
要在角落啊,482270,483870,frame_011568.jpg,frame_011592.jpg,1,frame_011592.jpg,nyamuchi
謝謝妳,485460,486320,frame_011640.jpg,frame_011652.jpg,1,frame_011652.jpg,anon
我考慮一下,486530,487840,frame_011676.jpg,frame_011688.jpg,1,frame_011688.jpg,anon
我回來了,489250,490510,frame_011736.jpg,frame_011760.jpg,1,frame_011748.jpg,unknown
好累,501440,503010,frame_012024.jpg,frame_012060.jpg,1,frame_012048.jpg,anon
笑得臉都僵了,503250,505390,frame_012072.jpg,frame_012108.jpg,1,frame_012096.jpg,anon
不過 朋友也交到了,505980,507780,frame_012132.jpg,frame_012168.jpg,1,frame_012156.jpg,anon
第一天來說還不錯,507780,509640,frame_012180.jpg,frame_012216.jpg,1,frame_012204.jpg,anon
還好我帶著結他,528100,530000,frame_012672.jpg,frame_012696.jpg,1,frame_012696.jpg,anon
畢竟大家都在玩樂隊,530850,532700,frame_012732.jpg,frame_012768.jpg,1,frame_012756.jpg,anon
我也得參與,532700,534150,frame_012780.jpg,frame_012804.jpg,1,frame_012792.jpg,anon
怎麼回事,543000,543960,frame_013020.jpg,frame_013032.jpg,1,frame_013032.jpg,anon
抱歉,545290,545960,frame_013080.jpg,frame_013080.jpg,1,frame_013092.jpg,other
雖然我有參加樂隊的意思,546620,548160,frame_013116.jpg,frame_013140.jpg,1,frame_013128.jpg,anon
但我確實還不太熟悉Afterglow,548320,551490,frame_013152.jpg,frame_013212.jpg,1,frame_013188.jpg,anon
不用在意這個啦,552530,553850,frame_013248.jpg,frame_013272.jpg,1,frame_013272.jpg,other
是啊,553850,554470,frame_013284.jpg,frame_013284.jpg,1,frame_013296.jpg,other
沒有 確實感謝妳們的邀請,554470,557710,frame_013296.jpg,frame_013368.jpg,1,frame_013344.jpg,anon
足球部,558000,564500,frame_013380.jpg,frame_013524.jpg,1,frame_013464.jpg,unknown
田徑部,558000,564500,frame_013380.jpg,frame_013524.jpg,1,frame_013464.jpg,unknown
還是結他主唱比較好,558850,561080,frame_013404.jpg,frame_013452.jpg,1,frame_013428.jpg,unknown
需要的成員還有…,561580,564050,frame_013476.jpg,frame_013512.jpg,1,frame_013500.jpg,unknown
怎麼沒有輕音部,564730,566300,frame_013548.jpg,frame_013572.jpg,1,frame_013560.jpg,anon
要不去吹奏樂部看看,567920,570010,frame_013620.jpg,frame_013656.jpg,1,frame_013644.jpg,anon
註：德彪西《亞麻色頭髮的少女》。,594030,599450,frame_014244.jpg,frame_014364.jpg,1,frame_014316.jpg,unknown
妳彈得真好啊,621480,622640,frame_014904.jpg,frame_014928.jpg,1,frame_014916.jpg,anon
吹奏楽部の方,622640,624350,frame_014940.jpg,frame_014964.jpg,1,frame_014952.jpg,muzimi
妳是吹奏樂部的人嗎,622640,624350,frame_014940.jpg,frame_014964.jpg,1,frame_014952.jpg,muzimi
不是 我只是進來聽聽,624960,627510,frame_014988.jpg,frame_015036.jpg,1,frame_015024.jpg,anon
請問 可以和我組樂隊嗎,627960,630140,frame_015060.jpg,frame_015108.jpg,1,frame_015084.jpg,anon
抱歉有點突然,632640,633590,frame_015180.jpg,frame_015180.jpg,1,frame_015180.jpg,anon
那個 我是高一A班的千早,634060,637150,frame_015204.jpg,frame_015276.jpg,1,frame_015240.jpg,anon
千早同學？,637400,638610,frame_015288.jpg,frame_015300.jpg,1,frame_015300.jpg,muzimi
可以叫我愛音,639110,640180,frame_015324.jpg,frame_015348.jpg,1,frame_015336.jpg,muzimi
我正在尋找樂隊成員,640180,642210,frame_015360.jpg,frame_015396.jpg,1,frame_015384.jpg,muzimi
我是結他主唱,642210,643850,frame_015408.jpg,frame_015432.jpg,1,frame_015420.jpg,saki
鍵盤手的話…,643850,644850,frame_015444.jpg,frame_015456.jpg,1,frame_015456.jpg,saki
不了,644850,645310,frame_015468.jpg,frame_015468.jpg,1,frame_015468.jpg,saki
妳已經有樂隊了嗎,645890,646920,frame_015492.jpg,frame_015504.jpg,1,frame_015504.jpg,saki
沒有,649560,650200,frame_015576.jpg,frame_015588.jpg,1,frame_015588.jpg,unknown
吹奏樂部的活動馬上要開始了,655780,658540,frame_015732.jpg,frame_015780.jpg,1,frame_015756.jpg,saki
妳也離開這裡為宜,658540,660540,frame_015792.jpg,frame_015828.jpg,1,frame_015816.jpg,saki
為宜？,665960,667340,frame_015972.jpg,frame_015996.jpg,1,frame_015984.jpg,anon
不行啊,668820,670350,frame_016044.jpg,frame_016068.jpg,1,frame_016056.jpg,anon
怎麼辦呢,672230,673150,frame_016128.jpg,frame_016128.jpg,1,frame_016140.jpg,ueka
去Live House的公告板,674410,675940,frame_016176.jpg,frame_016200.jpg,1,frame_016188.jpg,other
看看有沒有人招樂隊成員如何,675940,678120,frame_016212.jpg,frame_016248.jpg,1,frame_016236.jpg,other
附近有個叫CiRCLE的,678600,680480,frame_016272.jpg,frame_016308.jpg,1,frame_016296.jpg,other
最近還在池袋開了二號分店,680730,683230,frame_016332.jpg,frame_016380.jpg,1,frame_016356.jpg,tomori
叫做RiNG,683440,685010,frame_016392.jpg,frame_016416.jpg,1,frame_016416.jpg,anon
那就去看看吧,685820,687420,frame_016452.jpg,frame_016476.jpg,1,frame_016464.jpg,anon
我倒是沒想那麼認真搞樂隊,688550,692000,frame_016512.jpg,frame_016584.jpg,1,frame_016560.jpg,anon
小燈應該沒有樂隊,696250,698560,frame_016704.jpg,frame_016740.jpg,1,frame_016728.jpg,other
先問問她吧,700650,701970,frame_016800.jpg,frame_016824.jpg,1,frame_016824.jpg,anon
咦 到哪去了,705460,707090,frame_016920.jpg,frame_016944.jpg,1,frame_016944.jpg,other
找到了,714020,714930,frame_017124.jpg,frame_017136.jpg,1,frame_017136.jpg,anon
那個…,715250,716590,frame_017160.jpg,frame_017172.jpg,1,frame_017172.jpg,anon
高松同學…,716590,717680,frame_017184.jpg,frame_017196.jpg,1,frame_017196.jpg,anon
好疼,720200,721620,frame_017268.jpg,frame_017292.jpg,1,frame_017292.jpg,anon
摔到了嗎,721960,722670,frame_017316.jpg,frame_017316.jpg,1,frame_017328.jpg,tomori
大丈夫大丈夫,723790,725080,frame_017364.jpg,frame_017376.jpg,1,frame_017376.jpg,anon
沒事沒事,723790,725080,frame_017364.jpg,frame_017376.jpg,1,frame_017376.jpg,anon
疼疼,726800,728160,frame_017436.jpg,frame_017448.jpg,1,frame_017448.jpg,tomori
創可貼…,728160,729310,frame_017460.jpg,frame_017484.jpg,1,frame_017472.jpg,tomori
等下,731420,732210,frame_017544.jpg,frame_017544.jpg,1,frame_017556.jpg,tomori
垃圾,733150,734390,frame_017580.jpg,frame_017604.jpg,1,frame_017604.jpg,anon
喂 高松同學,736820,739550,frame_017676.jpg,frame_017724.jpg,1,frame_017700.jpg,anon
在嗎 垃圾我幫妳扔掉了,740690,743940,frame_017760.jpg,frame_017832.jpg,1,frame_017808.jpg,other
高松同學,749190,750370,frame_017964.jpg,frame_017988.jpg,1,frame_017988.jpg,tomori
妳想要哪個,752610,753420,frame_018048.jpg,frame_018060.jpg,1,frame_018060.jpg,tomori
好多,755000,755740,frame_018108.jpg,frame_018108.jpg,1,frame_018120.jpg,tomori
全是創可貼嗎,756170,757740,frame_018132.jpg,frame_018156.jpg,1,frame_018156.jpg,unknown
我可以用嗎,758670,759710,frame_018192.jpg,frame_018204.jpg,1,frame_018204.jpg,tomori
不好意思了,761790,762420,frame_018276.jpg,frame_018276.jpg,1,frame_018276.jpg,anon
企鵝我喜歡,763560,764590,frame_018312.jpg,frame_018324.jpg,1,frame_018324.jpg,anon
這是紋頰企鵝,764590,765610,frame_018336.jpg,frame_018348.jpg,1,frame_018348.jpg,anon
紋？,765810,766420,frame_018372.jpg,frame_018372.jpg,1,frame_018372.jpg,tomori
妳看 像鬍子一樣的花紋,766710,768060,frame_018384.jpg,frame_018408.jpg,1,frame_018408.jpg,tomori
牠是阿德利企鵝屬,768290,769610,frame_018432.jpg,frame_018444.jpg,1,frame_018444.jpg,tomori
白眉企鵝也是這個屬,769610,771390,frame_018456.jpg,frame_018492.jpg,1,frame_018480.jpg,tomori
這個是阿德利企鵝,772130,773600,frame_018516.jpg,frame_018540.jpg,1,frame_018540.jpg,tomori
企鵝系列還有別的,773880,775540,frame_018564.jpg,frame_018588.jpg,1,frame_018576.jpg,tomori
稍等一下,775820,777250,frame_018612.jpg,frame_018624.jpg,1,frame_018624.jpg,tomori
高松同學也喜歡企鵝嗎,778570,780380,frame_018672.jpg,frame_018708.jpg,1,frame_018696.jpg,anon
倒是覺得… 挺可愛的,782520,786380,frame_018768.jpg,frame_018852.jpg,1,frame_018816.jpg,tomori
為什麼沒自信,786750,788220,frame_018864.jpg,frame_018888.jpg,1,frame_018888.jpg,tomori
我只是在收集,788220,790130,frame_018900.jpg,frame_018936.jpg,1,frame_018924.jpg,tomori
我可能只是喜歡找到的感覺,790640,794670,frame_018960.jpg,frame_019044.jpg,1,frame_019008.jpg,tomori
不過也正常,795560,796550,frame_019080.jpg,frame_019092.jpg,1,frame_019092.jpg,tomori
看到可愛的筆之類的 我也會衝動消費,796820,798820,frame_019116.jpg,frame_019152.jpg,1,frame_019140.jpg,tomori
真的嗎,799260,799820,frame_019164.jpg,frame_019176.jpg,1,frame_019176.jpg,tomori
南非企鵝 長眉企鵝,800800,802850,frame_019212.jpg,frame_019248.jpg,1,frame_019236.jpg,tomori
還有國王企鵝,803370,804550,frame_019272.jpg,frame_019284.jpg,1,frame_019284.jpg,tomori
等下等下 我不用這麼多,804750,806660,frame_019296.jpg,frame_019332.jpg,1,frame_019320.jpg,tomori
好吧 那我就收下了,810460,812180,frame_019440.jpg,frame_019464.jpg,1,frame_019452.jpg,tomori
這是…,819040,820180,frame_019644.jpg,frame_019656.jpg,1,frame_019656.jpg,nyamuchi
好像是上一任的部長喜歡的,820540,822850,frame_019680.jpg,frame_019728.jpg,1,frame_019704.jpg,anon
12月12日 發現一片灰塵,826390,829840,frame_019824.jpg,frame_019896.jpg,1,frame_019860.jpg,tomori
它的形狀就像是蟹狀星雲,830520,833220,frame_019920.jpg,frame_019968.jpg,1,frame_019956.jpg,tomori
那是上上上屆的前輩,834270,837000,frame_020004.jpg,frame_020064.jpg,1,frame_020040.jpg,anon
上一任部長在最後,837280,839310,frame_020076.jpg,frame_020112.jpg,1,frame_020100.jpg,anon
和大家一起看星星嚕嚕嚕！\N\N今天的星星格外閃亮\N\N沒事幹打掃活動室的時候\N發現了歷代天文部成員的有趣物品\N\N\N在活動室角落發現了仙女座星系！\N\N雲好多，星星都被遮住了\N\N但願明天是個晴天\N\N\N今天的月亮好大,840320,845070,frame_020148.jpg,frame_020256.jpg,1,frame_020208.jpg,unknown
今天看星星了！\N\N星空特別嚕！\N\N\N居然面臨廢部危機?!\N\N\N今天把天文望遠鏡擦乾淨了\N\N\N歡迎來到天文部！\N\N這間活動室藏著好多謎團和驚喜，找找看吧。\N\N就算成員只剩我也沒關係！\N\N只要跟學生會好好匯報活動成績就好。\N那麼從今往後就靠你了，未來的天文部員！,840320,845070,frame_020148.jpg,frame_020256.jpg,1,frame_020208.jpg,unknown
今天看星星了,840960,843040,frame_020172.jpg,frame_020208.jpg,1,frame_020196.jpg,unknown
星空特別嚕,843040,845070,frame_020220.jpg,frame_020256.jpg,1,frame_020244.jpg,unknown
嚕？,845400,845940,frame_020280.jpg,frame_020280.jpg,1,frame_020280.jpg,anon
會是什麼樣的星星呢,846650,848310,frame_020304.jpg,frame_020328.jpg,1,frame_020328.jpg,anon
天文部經常會有不可思議的,851310,853910,frame_020412.jpg,frame_020472.jpg,1,frame_020448.jpg,anon
或者說是有個性的成員啊,853910,856460,frame_020484.jpg,frame_020532.jpg,1,frame_020508.jpg,anon
妳要加入嗎,856460,857250,frame_020544.jpg,frame_020544.jpg,1,frame_020544.jpg,tomori
天文部就我一個人,858390,860730,frame_020592.jpg,frame_020628.jpg,1,frame_020616.jpg,tomori
雖然只要好好寫活動報告,861100,862780,frame_020652.jpg,frame_020676.jpg,1,frame_020676.jpg,tomori
也不至於廢部,862780,864350,frame_020688.jpg,frame_020712.jpg,1,frame_020712.jpg,tomori
如果妳願意加入 我會很開心,864600,866210,frame_020736.jpg,frame_020760.jpg,1,frame_020760.jpg,tomori
嗯 我考慮一下,867730,869350,frame_020808.jpg,frame_020832.jpg,1,frame_020832.jpg,anon
又消沉起來了,871980,873990,frame_020916.jpg,frame_020952.jpg,1,frame_020940.jpg,anon
我不太喜歡這種氣氛啊,875970,878520,frame_021012.jpg,frame_021060.jpg,1,frame_021036.jpg,tomori
不過…,878890,879600,frame_021084.jpg,frame_021084.jpg,1,frame_021084.jpg,unknown
這個筆記本,882850,883880,frame_021168.jpg,frame_021180.jpg,1,frame_021180.jpg,tomori
好懷念,884460,885820,frame_021216.jpg,frame_021228.jpg,1,frame_021228.jpg,anon
我小學的時候也用過,886060,888250,frame_021252.jpg,frame_021288.jpg,1,frame_021276.jpg,anon
這是…,889640,890390,frame_021336.jpg,frame_021348.jpg,1,frame_021348.jpg,unknown
